Date,Close,News
17/07/2012,4123.049805,"Subbarao pitches for producer price index for inflation: Reserve Bank Governor D Subbarao today proposed a producers price index saying that the present structure of measuring inflation ... || Two-day bank employees strike from July 25: Public sector bank employees will go on a two-day nation-wide strike from July 25 to protest against government's moves to grant ... || IMF lowers India's growth projection to 6.1%: The International Monetary Fund (IMF) on Monday cut India’s economic growth estimate from 6.8 per cent to 6.1 per cent in ... || Bond yields ease: Yields on government bonds eased on Monday, owing to lower-than-expected inflation. Inflation, as measured by the wholesale price ... || Free generic drug policy to redefine health insurance: Insurers may be burning their fingers in urban health portfolios for some time now, but the government’s rural healthcare ... || Outlook for infra negative: Fitch: Fitch Ratings on Monday said there was more pain in store for India’s infrastructure projects, already reeling under delays ... || Govt and RBI are not adversaries: Subbarao: The differences of opinion with the government were only “natural” and the Reserve Bank of India and the government ... || StanChart sells distressed assets worth Rs 1,000 cr: Standard Chartered Bank, the largest foreign bank in the country in terms of branch presence, has sold Rs 900-1,000 crore of ... || Half the late return filers below 30: Study: Fifty-six per cent of Indians who file tax returns late are below 30 years of age, according to a report of Delhi-based e-return ... || South Indian Bank to raise Rs 500 cr from QIP: South Indian Bank on Monday said it would raise up to Rs 500 crore through private placement of shares. The board decided to ... || South Indian Bank posts profit of Rs 123 cr: Thrissur-based South Indian Bank (SIB) clocked a net profit of Rs 123 crore for the first quarter, as against Rs 82.5 crore for ... || Air India bond sale to buy Dreamliners: Air India Ltd, which got a government bailout to avoid bankruptcy this year, is planning its biggest bond sale to refinance ... || Liquidity in RBI comfort zone ahead of policy review : The prospects of monetary easing this month remain dim. But the liquidity situation indicates banks could pass on the benefits if ... || IMF clips 2013 global growth forecast to 3.9%: In a periodic update of its economic forecast, the Washington-based institution warned that the measures taken in Europe have not ... || del Missier faces House scrutiny: Jerry del Missier, a former senior Barclays executive, faced tough questioning on Monday about his role in the bank’s ... || L&T Finance inks pact with NBHC: National Bulk Handling Corporation (NBHC), the warehousing and collateral management arm of Financial Technologies, has signed a ... || At 7.25%, inflation still above comfort level: RBI Governor: Headline as well as consumer price inflation was way above the Reserve Bank of India’s comfort level, Governor D Subbarao ..."
18/07/2012,4139.75,"Shriram Transport Fin holds 80% of NCD issue for retail investors: In a first-of-its kind public offering, Shriram Transport Finance has reserved 80 per cent of its Rs 300-crore non-convertible ... || Development Credit Bank eyes 25% growth in advances: The city-based small-sized lender Development Credit Bank (DCB) today said it expects 25% growth in advances this fiscal, buoyed ... || Corporation Bank to seek more time to pare bulk deposits: Corporation Bank will seek more time from the finance ministry to reduce its bulk deposit base, its chairman and managing ... || Call for breather on forex curbs: Money market participants on Tuesday asked for a relaxation in the foreign exchange norms imposed by the Reserve Bank of India ... || Central Bank of India identifies three verticals to beat low credit offtake: Public sector lender Central Bank of India plans to focus on three sectors— retail, agriculture and small and medium ... || Ben Bernanke offers no hint of new action: The Federal Reserve chairman, Ben S Bernanke, gave no hint that the Fed was any closer to embarking on a new round of economic ... || SKS raises Rs 230 cr through its oversubscribed QIP issue: SKS Microfinance, the only listed microfinance company in the country, on Tuesday said its Rs 165-crore qualified institutional ... || Bank of England says did not get Fed warnings: Speaking to a British parliamentary committee on Tuesday, Mervyn A King, governor of the Bank of England, the country’s ... || Axis Bank Q1 net rises 22% on higher interest income: Axis Bank, the third largest private sector lender in the country, on Tuesday said its net profit for the quarter ended June 30 ... || HSBC sullied in  money laundering report: The global bank HSBC has been used by Mexican drug cartels looking to get cash back into the United States, by Saudi Arabian ... || RBI wants a producer price index for inflation: Reserve Bank of India (RBI) Governor D Subbarao on Tuesday said the country should move towards developing and using a producer ... || Short-term corporate loans hit FinMin wall: The finance ministry has slammed the brakes on short-term, unsecured loans of public sector banks. In a recent communication to ... || Tamilnad Mercantile Bank set for IPO: Tamilnad Mercantile Bank (TMB) is in transition. With brand-building efforts, a new managing director and chief executive ... || Bajaj Finserv net grows 51% in the April-June quarter: Bajaj Finserv, the Bajaj group's holding company for financial services business, reported a net profit growth of Rs 195 crore ... || Icra revises outlook on IFCI bonds to negative: Rating agency Icra has revised the outlook on IFCI's long-term bonds and bank borrowings from stable to negative. It, however, ..."
19/07/2012,4157.299805,"RBI to soon launch e-learning package to address ECB queries: The Reserve Bank will soon launch an e-learning package as well as establish nodal offices for banks to address issues related to ... || HDFC's paid-up capital rises to Rs 299 cr: Mortgage firm HDFC Ltd today said its paid-up capital has increased to Rs 298.71 crore with allotment of additional shares. || Rupee gains reforms key as traders remain cautious: The rupee gained on Thursday as a sharp recovery in the euro prompted foreign banks to sell dollars, while a rise in domestic ... || Govt asks banks to restrict bulk deposits to 15%: The Finance Ministry has asked public sector banks not to accept bulk deposits beyond 15% of total deposits to improve ... || Corporation Bank to seek more time to pare bulk deposits: Corporation Bank will seek more time from the finance ministry to reduce its bulk deposit base, Ajai Kumar, chairman and managing ... || PSBs reminded of curbs on bulk-deposit auctions: The finance ministry has reminded public sector banks (PSBs) of restrictions on quotes (indicating interest rates) in auctions ... || Srei BNP Paribas to infuse Rs 250 cr through equity: Srei BNP Paribas, the 50:50 equipment financing joint venture company between Kolkata-based Srei Group and French financial major ... || Axis Bank launches cellphone-based service: Axis Bank said on Wednesday it has launched a mobile phone-based card acceptance service in association with Prizm Payments and ... || HSBC India staff under lens in terror-funding probe: HSBC’s India staff has come under the scanner for deficiencies in performing the role of “offshore reviewers” ... || PEs seek pass-through & capital gains tax parity: The private equity (PE) industry is planning to approach the market regulator and the government to address anamolies in the new ... || Trivitron, Medtronic begin talks for strategic investment: Trivitron Healthcare, the Chennai-based healthcare equipment firm with yearly revenue of about Rs 500 crore, is understood to ..."
20/07/2012,4134.75,"Rupee higher in range bound trading as euro falters: Rupee/dollar last at 55.21/22 vs 55.12/13 close on Thursday, though trading has been range-bound through most of the session. || Karur Vysya in rejig mode: Karur Vysya Bank (KVB) has started implementing the recommendations of management consultancy Boston Consulting Group (BCG), ... || No loan growth target for PSBs: Public sector banks will not have to focus on their top line growth, as there will be no targets for them to meet credit and ... || Kotak Bank net profit up 6.5%: Kotak Mahindra Bank on Thursday said its consolidated net profit for the quarter ended June 30 expanded 6.5 per cent to Rs 443 ... || Telcos want RBI to relax external borrowing norms: Reeling under debts, telecom companies have approached the Reserve Bank of India (RBI), seeking relaxation in external borrowing ... || L&T Finance Holdings net profit up 25%: L&T Finance Holdings Ltd has reported 25.3 per cent growth in net profit, at Rs 121 crore, in the June quarter on the back of ... || Higher capital norms on cards: The so-called domestic systematically important banks (D-SIB) might have to maintain a higher amount of capital to increase their ..."
23/07/2012,4069.050049,"Allahabad Bank cuts FD rate by 0.25% on select maturity: State-owned Allahabad Bank today slashed fixed deposit rate by 0.25% for a particular maturity. || Gilts seen firm: Government bond prices are likely to rise tomorrow, as deepening worries over the Euro zone debt crisis might boost the appetite ..."
24/07/2012,4079.300049,"Shriram Transport Finance Q1 Net down 3% at Rs 342 cr: The company had posted a consolidated net profit of Rs 353 crore in the same quarter of the previous fiscal, Shriram Transport ... || Rupee falls to monthly low, reforms watched: The rupee fell on Tuesday to its lowest this month, as worries about the euro zone crisis continues to hit global risk assets ... || New CDR norms to erode PSBs' profitability by up to 18%: StanChart: The new corporate debt recast (CDR) norms issued by the Reserve Bank last week will have a massive impact on the profitability of ... || Indian Bank net profit up 13.5%: Indian Bank has reported a 13.5 per cent growth in net profit during the first quarter ended June 30, to Rs 462 crore, compared ... || Gujarat Pipavav likely to get $170-mn boost from IFC: The International Finance Corporation (IFC), a members of the World Bank Group, is considering $170 million loan to Gujarat ... || Foreign banks ask for more branches: Large foreign banks in the country are grappling with the revised priority sector lending targets as these lenders do not have ... || Longer debt recast line likely: Within the next two years, the number of cases referred for debt restructuring might go up substantially, with the Reserve Bank ... || Agents struck by commission-refund policy: An agent of a Mumbai-based private life insurance company was jolted when his employer asked him to refund a part of the ... || RBI narrows factoring window: Any company planning to undertake factoring business will have to register itself as an ‘NBFC-Factor’ with the ... || RBI eases derivative contract norm: Banks need not classify hedging of derivative contracts that are terminated partially or fully as restructured accounts. The ... || Finance dept asks district collectors to check progress of USBs: The state finance department has urged all district collectors to take stock of progress made with respect to establishment of ... || Urban financial inclusion on Allahabad Bank radar: The public sector Allahabad Bank is putting its focus on urban financial inclusion, a move likely to expand its ... || Agents struck by commission-refund policy: An agent of a Mumbai-based private life insurance company was jolted when his employer asked him to refund a part of the ..."
25/07/2012,4062.399902,"State Bank of Mysore Q1 profit down 38% at Rs 40 cr: It had posted a net profit of Rs 64.28 crore for the same quarter last fiscal, SBM said in a filing to the BSE. || Indian banks' asset quality may deteriorate further: S&P: Global rating agency Standard & Poor's (S&P) today said bad loans of Indian banks may increase further due to ... || State Bank of Bikaner and Jaipur net up 31%: State Bank of Bikaner and Jaipur (SBBJ) has reported a net profit of Rs168 crore for the quarter ended June, a 31 per cent rise ... || LIC Housing Finance net profit falls 11%: LIC Housing Finance on Tuesday said its net profit for the quarter ended June 30 fell 11 per cent to Rs228 crore from Rs257 crore ... || ING Vysya net up on interest income: Bangalore-based private sector lender ING Vysya Bank Ltd on Tuesday reported a 38.4 per cent rise in net profit to Rs130.1 crore ... || Canara Bank profit up 6.7% at Rs775 cr: Bangalore-based public sector lender Canara Bank on Tuesday reported a 6.7 per cent rise in net profit to Rs775 crore for the ... || Gautam Bhandari set to leave Morgan Stanley Infra: Gautam Bhandari, the India head of Morgan Stanley Infrastructure Partners (MSIP), is set to leave the company. According to ... || India profits for small foreign banks plunge: Foreign banks with limited branch presence in the country have witnessed a sharp decline in their earnings. Revenues have ... || Irda widens health insurance net: In the draft guidelines on health insurance announced by Insurance Regulatory and Development Authority of India (Irda) in May, ... || Loan pricing by banks comes under RBI lens: Just two years after its launch, the base rate — the benchmark reference rate for all bank loans — has come under the ... || Six British Asians guilty of insider trading: Six British Asians have been convicted of offences relating to insider dealing ring that made a profit of over £730,000 ... || Irda widens health insurance net: In the draft guidelines on health insurance announced by Insurance Regulatory and Development Authority of India (Irda) in May, ..."
26/07/2012,4003.600098,"UK's Lloyds pulled deeper into Libor probe: Lloyds Banking Group has received subpoenas from government agencies investigating interest rate rigging, dragging the biggest ... || Macquarie Bank sells shares worth Rs 75 cr in 6 cos: Foreign fund Macquarie Bank today offloaded a total of 1.24 crore shares in six companies including MTNL, BEML and Orchid ... || Vijaya Bank net up 54%: Lower provisioning and a modest growth in net interest income helped Bangalore-based public sector lender Vijaya Bank register ... || YES Bank Q1 net profit up 34%: Private sector lender YES Bank said its net profit for the quarter ended June 30 grew 34.3 per cent year-on-year to Rs 290 crore, ... || Bank credit shrinks in fortnight but grows 17.7% annually: Bank credit shrank by Rs 36,400 crore in the fortnight ended July 13, the first fortnight after the quarter ended June. || 'Insurers must outline risks in IPO document': Clearing the decks for the Insurance Regulatory and Development Authority (IRDA) to come out with initial public offering ... || Call rate slips below policy rate on liquidity comfort: Overnight call money rates on Wednesday fell below the policy rate, or the rate at which banks borrow from the Reserve Bank of ... || HSBC to finally get 23 Royal Bank of Scotland branches: After two years of negotiations, the Reserve Bank of India is set to allow HSBC to acquire 23 of the 31 branches in India of ... || China downside risk significant: IMF: China might refrain from stepping up its monetary stimulus or increasing spending because measures now in place are sufficient to ... || Exim Bank to implement Rs 2,000-cr pharma research fund: To increase exposure in research and development, the Export Import Bank of India (Exim Bank) has decided to utilise Rs ... || Qualcomm Ventures to invest more in India: Qualcomm Ventures, the venture capital arm of chip maker Qualcomm, plans to increase the pace of its investments in India. The ... || Provisioning burden relief likely for MFIs: The Reserve Bank of India (RBI) might ease some norms for microfinance companies to ease the burden of provisioning in the Andhra ... || Wellness firms eye PE route to fund buyouts: India's wellness industry has been a lucrative investment destination for private equity (PE) funds during the last few years and ... || RBI proposals on loan recast will increase transparency: Fitch: PTI Fitch on Wednesday said RBI proposals on treatment of restructured loans would increase transparency and be positive for the ... || Sidbi pegs MSME credit at Rs 62,000 cr in FY13 : Small Industries and Development Bank of India (Sidbi) has projected 17 per cent growth in micro, small and medium enterprises ... || Polaris Financial in deal with Ugandan bank: Polaris Financial Technology on Wednesday said Uganda-based Housing Finance Bank has chosen it to deploy Polaris core banking ..."
27/07/2012,4028.25,"Rupee gains as stocks rally, awaits RBI decision: The rupee rose for a second successive session on Friday as local shares rallied in line with overnight gains in risk assets ... || State Bank of India's asset quality improving, says chairman: State Bank of India's asset quality is improving compared to last year, Chairman Pratip Chaudhuri said on the sidelines of a news ... || Dena Bank Q1 net profit up 42% at Rs 238 cr: It had posted a net profit of Rs 168.09 crore in the April-June quarter a year ago, the bank said in a BSE filing. || Foreign investors lap up SBI dollar bonds: The country’s largest lender, State Bank of India (SBI), has raised $1.25 billion from investors abroad at 4.125 per cent, ... || Irda proposes broader micro insurance product: To boost the micro insurance sector, the Insurance Regulatory and Development Authority (Irda) has proposed to allow broadening ... || Poor rains may hit MFI recoveries: Microfinance institutions (MFIs)’ deluge of problems, it seems, is never-ending. Experts have said stress building in rural ... || UP's industrial pathway hit by low credit-deposit ratio: Uttar Pradesh, which is aimimg to attract investment to the tune of about Rs 16 lakh crore during the current 12th Plan ... || 'ECB will preserve euro': ECB President Mario Draghi signalled that officials are prepared to do whatever is needed to preserve the euro. “To the ... || Short-term farm loans may be restructured: As the southwest monsoon remains deficient in some parts of the country, raising the spectre of drought, the government is ... || Shriram Transport to up rural presence: Non-banking finance company, Shriram Transport Finance Company (STFC), is planning to expand its presence in the rural markets ... || Irda proposes broader micro insurance product: To boost the micro insurance sector, the Insurance Regulatory and Development Authority (Irda) has proposed to allow broadening ..."
30/07/2012,4104.100098,"Upasna Bhardwaj: Limited room for a policy action: India is discomfortingly slipping into prolonged period of below potential growth and persistently elevated inflation. While ... || Mobile banking transactions treble to Rs 286 cr: Banking transactions through mobile phones more than trebled to Rs 286 crore during May, on account of a higher number of users ... || Shriram City Union Finance to issue Rs 500-cr NCDs soon: Shriram City Union Finance Ltd (SCUFL) is planning to issue non-convertible debentures (NCDs) of about Rs 250 crore, with an ..."
31/07/2012,4126.450195,"RBI says open to revisiting priority sector lending norms: Even though the final guidelines on priority sector lending (PSL) was released over a fortnight ago, the Reserve Bank today said ... || Banks reluctant to cut rates despite easier liquidity: Indian banks are hesitant to cut lending rates immediately, citing muted credit growth and stiff competition for deposits, even ... || RBI holds rates steady, ups inflation forecast: The Reserve Bank of India (RBI) left interest rates unchanged on Tuesday for the second straight review, showing that bringing ... || Highlights of RBI monetary policy review:  The Reserve Bank of India (RBI) left interest rates unchanged for the second time since June, in line with expectations, ... || RBI policy reflects cautious stance: Montek: Planning Commission today said that RBI has taken a cautious stance due to sticky inflation in its quarterly review of monetary ... || Rate cut would have given wrong signal: Rangarajan: Justifying the decision of the Reserve Bank to keep key policy rates unchanged to check inflation, Prime Minister's economic ... || Rising core inflation momentum 'disturbing' - Subbarao: India's core inflation momentum is rising, the Reserve Bank of India Governor Duvvuri Subbarao said in a news conference after ... || RBI chief sees scope to cut interest rates in 2012: The Reserve Bank of India has scope to cut interest rates during this calendar year, Governor Duvvuri Subbarao said in a news ... || SBI chief expects retail lending costs to come down: State Bank of India, the country's top lender, expects retail lending costs to come down after the central bank cut the minimum ... || ICICI Bank says too early for lending rate cuts: Any cuts in lending rates by Indian banks will depend on credit pickup and overall liquidity situation, even after the central ... || RBI eases norms on FX earnings, forwards: The Reserve Bank of India (RBI) said on Tuesday it will allow companies to keep all of their foreign exchange earnings while also ... || RBI leaves rates unchanged as inflation persists: The Reserve Bank of India (RBI) left interest rates unchanged for the second time since June, in line with expectations, while ... || Expert views - RBI keeps rates steady, inflation a worry: The Reserve Bank of India (RBI) left interest rates unchanged for the second time since June, in line with expectations, while ... || INSTANT VIEW - RBI keeps rates steady, inflation a worry: The Reserve Bank of India (RBI) left interest rates unchanged for the second time since June, in line with expectations, while ... || RBI leaves rate unchanged as inflation persists: The Reserve Bank of India (RBI) left interest rates unchanged for the second time since June, in line with expectations, while ... || Today's action was no more a surprise for market: experts: The Reserve Bank of India (RBI) left interest rates unchanged for the second time since June, in line with expectations, while ... || RBI holds rates as inflation, growth outlook worsens: The Reserve Bank of India (RBI) left interest rates unchanged for the second time since June, in line with expectations, while ... || RBI holds rates as inflation, growth outlook worsens: The Reserve Bank of India (RBI) left interest rates unchanged for  the second time since June, in line with expectations, while ... || RBI likely to leave rates on hold as inflation too high: The Reserve Bank of India (RBI) is expected to leave interest rates unchanged on Tuesday, seeing high inflation as a bigger ... || India seen leaving rates on hold as inflation too high: The Reserve Bank of India (RBI) is expected to leave interest rates unchanged on Tuesday, seeing high inflation as a bigger ... || Outlook for economy remains weak: The Reserve Bank of India (RBI) on Monday said that the outlook for the Indian economy remained weak, indicated by lowered growth ... || Non-bank credit flow doubles: Flow of credit to the commercial sector from sources other than banks doubled in the first quarter of the current financial year, ... || Dip in India Inc's profits keeps investment outlook insipid: The Reserve Bank of India (RBI) on Monday said moderation in sales growth and the declining profitability in India Inc were ... || Lenders extend stay in Greece indefinitely: Envoys for Greece’s international lenders have extended their mission to Athens indefinitely, a Finance Ministry official ... || HSBC sets aside $2 bn for legal woes as profit falls: Profit at HSBC Holdings dropped nearly 9 per cent in the first half of the year, as the big bank deals with the fallout from a ... || Amid slowdown, Polaris aims to be among top 5 in financial tech: At a time when the the Indian information technology (IT) services industry is facing the heat of the global slowdown in the ... || OMOs not to reduce govt's borrowing cost: Gokarn: Open market operations (OMOs) are not intended to reduce the cost of borrowing for the government but are monetary instruments to ... || Syndicate Bank's Q1 net profit rises 28% : Syndicate Bank on Monday reported a 28.28 per cent growth in net profit at Rs 440 crore for the first quarter ended June 30, ... || Corporation Bank profit up 5%: Public sector lender Corporation Bank reported five per cent rise in net profit, at Rs 370 crore, in the first quarter ended June ... || Allahabad Bank Q1 net up 23%: State-run Allahabad Bank on Monday said its net profit for the quarter ended June 30, 2012, expanded 23 per cent from a year ago ... || IOB posts 13.5% growth in net profit: The Indian Overseas Bank (IOB) has posted an increase of 13.5 per cent in net profit at Rs 233.43 crore for the quarter ended ... || Bank of Baroda net rises 10% on interest income: Bank of Baroda recorded 10.3 per cent growth in net profit at Rs 1,139 crore for the quarter ended June, owing to good growth in ... || Sidbi pegs MSME credit at over Rs 62k cr in FY13: The Small Industries and Development Bank of India (Sidbi) has projected a 17 per cent growth in the micro, small and medium ... || Gilt funds top performance chart : Gilt funds were the best performers across the 22 mutual fund categories for the quarter ended June, according to a CRISIL Mutual ... || Ravneet Gill is India CEO of Deutsche Bank: Deutsche Bank has appointed Ravneet Gill as chief executive of its operations in India. Gill will also become a member of the ... || Rising external debt a concern: The Reserve Bank of India (RBI) has raised a red flag over the sharp increase in the country’s external debt and emphasised ..."
01/08/2012,4141.850098,"NEWSALERT: SBI cuts auto loan rates by 0.5 percentage points: More to come.. || Cuttack among 60 cities for housing index: The National Buildings Organisation (NBO) under Union ministry of housing and urban poverty alleviation, engaged in the ... || Morgan Stanley picks up stake in Chola Investment: Morgan Stanley has bought shares worth around Rs 40.39 crore in Murugappa Group's NBFC Cholamandalam Investment and Finance ... || RBI to review new rules for priority sector lending: The Reserve Bank of India (RBI) has agreed to review the revised priority sector lending targets with an “open mind” ..."
02/08/2012,4138.899902,"SBI cuts interest rates by 0.25% on deposits of 5 yrs and more: State Bank of India (SBI) today lowered interest rates on domestic term deposits of maturity of five years and more by 0.25% to ... || SBI says cuts interest rate on domestic term deposits:  
  || YES Bank raises dual currency syndicated loans: YES Bank, the fourth largest private sector lender in the country, today said it has raised syndicated loans of $155 million and ... || B J Sarma is new SBI General Insurance MD: Non-life insurer SBI General Insurance on Wednesday announced the appointment of Bhaskar Jyoti Sarma as managing director and ... || Reliance Capital ups stake in TVS Motors: Reliance Capital Trustee Co Ltd, through Reliance Vision Fund, has acquired 1.8 million shares in TVS Motors Company Ltd, through ... || Govt didn't do its bit after April, says Subbarao: The government didn’t follow the central bank’s lead this April in needed policy, said Reserve Bank of India (RBI) ... || Chola Investment to tap new areas: As part of its derisking strategy, Cholamandalam Investment and Finance Company (CIFC) is planning to enter new areas including ... || E-payment facility to cover entire state by January 2013: The electronic payment (e-payment) was rolled out jointly by the state finance department and Reserve Bank of India (RBI). || Star Health in talks with PE funds to raise Rs 150 cr: Star Health and Allied Insurance, backed by Sequoia Capital and ICICI Venture, is in talks with private equity (PE) players to ... || Secondary sales revive PE attention on BPOs: The business process outsourcing (BPO) sector in India has been hitting the headlines due to proposed private equity transactions ... || PEs might have to give up rights in listed firms: Private equity players might be forced to dilute shareholder agreements (SHAs) with listed firms and their promoters, following a ... || SBI slashes home, auto loan rates by 25-85 bps: On the day P Chidambaram took charge as the Union finance minister, the country’s largest lender, State Bank of India ... || Panel to review co-op credit structures: The Reserve Bank of India (RBI) has formed a committee to review short-term co-operative credit structures. The panel will ... || StanChart India pre-tax profit falls 18% in H1: Standard Chartered Bank on Wednesday said its pre-tax profit from India operations in the first six months this year declined 18 ... || SBT net up 30%: State Bank of Travancore (SBT) has earned a net profit of Rs 181.44 crore in the April–June period of the current financial ..."
03/08/2012,4129.049805,"Fitch: ICICI, HDFC, Axis need Rs 70,000 cr for Basel-III: Ratings agency Fitch today said the top three private sector lenders--ICICI Bank, HDFC Bank and Axis Bank--will require close to ... || Penetration of ATMs, card usage very low, says RBI: Penetration of ATMs in the country is still very low compared to other emerging markets even as the number of automated teller ... || Indian banks eye move to screen-based rates for MIBOR: Indian banks are likely to move to actual dealt rates on a trading platform to determine overnight interbank lending rates, as ... || Bond yields seen rising on SLR cut: Market participants said the central bank’s hawkish stance and the reduction in the Statutory Liquidity Ratio (SLR) ... || State Bank of India cuts home loan growth target: State Bank of India has reduced its home loan growth target for the financial year. The lender also cut interest rates on ... || Exim Bank offers loan to promote Ayush products: The aim is to promote exports of Aysuh products through a cluster approach, according to Exim Bank officials. || European Central Bank edges closer to bond purchases: The European Central Bank is ready to make purchases of government bonds in league with Europe’s bailout fund, the ... || On FinMin push, govt banks eye gold loan business: Loans against gold jewellery – a forte of non-banking finance companies (NBFC) and some south-based private banks till now ... || Banks see bad loans up 9%: Deficient rains and a slump in business growth adversely hit the asset quality of banks in the quarter ended June. The gross ... || EXIM raises $500 mn through MTNs: Riding on the success of State Bank of India’s medium-term notes issue, EXIM Bank also successfully completed a ... || IOB needs Rs 1,500-cr capital infusion to meet Basel-III norms: Public sector lender Indian Overseas Bank, whose Tier-I capital fell below eight per cent at the end of the first quarter, will ... || NHB pares loan rates for the poor: The National Housing Bank (NHB) on Thursday reduced interest rates under its special refinance scheme for poorer people in urban ..."
06/08/2012,4172.450195,"Andhra Bank Apr-Jun qtr down 6% on high deposit cost: Andhra Bank today said its net profit declined by 6.19% to Rs 362 crore for the quarter ended June 30 due to high deposit cost ... || Rupee likely higher, risk assets gain on US jobs data: Rupee likely to open higher with positive U.S. jobs data boosting risk sentiment with Asian shares and euro gains, says dealers. || Rupee seen up on global cues: The rupee is expected to open higher against the dollar, as the US employment data released late last week raised hopes for ... || Irda set to raise LIC's equity cap to 20% in single firm: The Insurance Regulatory and Development Authority (Irda) is set to allow equity exposure of Life Insurance Corporation (LIC) in ... || Muthoot Capital net profit doubles: Muthoot Capital Services Limited has reported a two-fold increase in its net profit, to Rs 4.93 crore as compared with Rs 2.35 ..."
07/08/2012,4206.149902,"CRISIL downgrades Lanco Infratech rating to 'BB': Rating agency CRISIL has downgraded ratings on the bank facilities of Lanco Infratech Ltd (LITL) to “BB’ from ... || HDFC Bank launches co-branded credit card with Jet: Jet Airways and HDFC Bank today launched a co-branded credit card, which offers a slew of benefits and rewards to frequent flyers ... || Banks can weather impact of drought: RBI: The Reserve Bank today said Indian lenders are resilient enough to weather the pressure on farm loans caused by drought like ... || StanChart faces NY suspension over Iran deals: Standard Chartered Plc conducted $250 billion worth of transactions with Iranian entities over more than seven years in violation ... || Lending against spectrum allowed, with riders: RBI: The Reserve Bank of India (RBI) has allowed banks to lend to telecom companies using spectrum as collateral, though on || Pvt banks reject FinMin's joint lending proposal: Private sector lenders have turned down the finance ministry’s proposal that banks form a group and enter into a joint ... || Subbarao, FM discuss economic situation: Reserve Bank of India (RBI) Governor D Subbarao on Monday met Finance Minister P Chidambaram and discussed the macro-economic ... || Andhra Bank net down 6%: Andhra Bank registered a decline of 6 per cent in net profit for the first quarter ending June 30, 2012, to Rs 361.83 crore from ... || Life insurers may get credit swap window: In a bid to give more options in long-term investments and to hedge interest rate risks for life insurance companies, the ... || Reward only employees meeting their targets: FinMin to govt banks: The government seems to have learnt a lesson or two from private sector banks. In a bid to bring in more efficiency in the ... || Life insurers may get credit swap window: In a bid to give more options in long-term investments and to hedge interest rate risks for life insurance companies, the ..."
08/08/2012,4201.600098,"Nabard sanctions Rs 1,098-cr loan to Rajasthan: The National Bank for Agriculture and Rural Development (NABARD) has sanctioned a loan of Rs 1,098 crore to the Rajasthan ... || As Libor probe grows, it is now every bank for itself: Major banks, which often band together when facing government scrutiny, are now turning on one another as an international ... || Goldman sees 'mist' rising as small markets outperform: Jim O’Neill ushered in a decade-long investment boom in 2001 when he coined the term BRICs for the largest emerging ... || PNB 'banking' on retail customers for low-cost funds: The public sector bank, Punjab National Bank (PNB), has launched a nationwide campaign to mop up low-cost funds from retail ... || After HSBC, StanC's India outsourcing under US scanner: Outsourcing of key oversight jobs by global banks to India has come under the scanner for the second time in less than a month ... || Indian banks can weather impact of drought: RBI: The Reserve Bank of India on Tuesday said Indian lenders are resilient enough to weather the pressure on farm loans caused by ... || Power sector debt rejigs pinched in Q1: Banks: Most of these loans were given to the state electricity boards (SEBs) but were restructured after the boards failed to repay. || Top PSB appointments may face FinMin review: Top appointments in public sector banks are expected to be reviewed by the new finance minister, P Chidambaram. || Loss due to bank fraud up 88%: CBI chief: Losses due to banking fraud have gone up sharply by 88 per cent in 2010-11, CBI director A P Singh said on Tuesday. || SME loans: SBI to close one-time settlement scheme: State Bank of India is closing its one-time settlement (OTS) scheme for bad loans of small, micro and medium enterprises due to ... || State Bank of Travancore on recruitment drive: State Bank of Travancore (SBT) will recruit 2,500 persons this year in the clerical cadre for all its branches. || State Bank wants benchmark prime lending rate scrapped: Led by State Bank of India — the country’s largest lender — banks have asked the Reserve Bank of India to ..."
